# BUSCO version is: 5.8.2 
# The lineage dataset is: metazoa_odb10 (Creation date: 2024-01-08, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
632472at33208	Complete	JBWBEE010001454.1	26932	25574	-	97.3	96	https://v10-1.orthodb.org/?query=632472at33208	Transmembrane protein 18
632566at33208	Complete	JBWBEE010000020.1	341504	339355	-	246.6	153	https://v10-1.orthodb.org/?query=632566at33208	PUA domain
633007at33208	Complete	JBWBEE010000050.1	236867	234446	-	148.3	131	https://v10-1.orthodb.org/?query=633007at33208	LRP chaperone MESD
633282at33208	Fragmented	JBWBEE010001137.1	1369	1029	-	53.0	47	https://v10-1.orthodb.org/?query=633282at33208	NADH:ubiquinone oxidoreductase, B18 subunit
633619at33208	Complete	JBWBEE010001302.1	21054	24617	+	74.4	47	https://v10-1.orthodb.org/?query=633619at33208	Ribosomal protein S18
634446at33208	Complete	JBWBEE010000584.1	80052	78968	-	141.9	80	https://v10-1.orthodb.org/?query=634446at33208	Ribosomal protein L37ae
634447at33208	Complete	JBWBEE010000072.1	116246	114838	-	157.0	91	https://v10-1.orthodb.org/?query=634447at33208	Ubiquitin-like protein ATG12
636041at33208	Complete	JBWBEE010000302.1	48841	47032	-	114.2	86	https://v10-1.orthodb.org/?query=636041at33208	Signal recognition particle, SRP14 subunit
636070at33208	Complete	JBWBEE010000278.1	119854	121439	+	80.0	94	https://v10-1.orthodb.org/?query=636070at33208	Ribosomal protein L27
636300at33208	Complete	JBWBEE010000014.1	63019	62262	-	153.6	74	https://v10-1.orthodb.org/?query=636300at33208	DNA-directed RNA polymerase, 14-18kDa subunit, conserved site
636423at33208	Complete	JBWBEE010000071.1	34323	34596	+	70.1	70	https://v10-1.orthodb.org/?query=636423at33208	Mitochondrial ribosomal protein L32
637971at33208	Complete	JBWBEE010000362.1	25581	24786	-	84.2	87	https://v10-1.orthodb.org/?query=637971at33208	Zinc finger, HIT-type
638541at33208	Complete	JBWBEE010005911.1	788	1702	+	105.5	75	https://v10-1.orthodb.org/?query=638541at33208	Vps72/YL1, C-terminal
639252at33208	Complete	JBWBEE010001284.1	25484	22882	-	112.5	106	https://v10-1.orthodb.org/?query=639252at33208	coiled-coil domain-containing protein 58
640187at33208	Complete	JBWBEE010000096.1	62114	64953	+	228.8	234	https://v10-1.orthodb.org/?query=640187at33208	Protein prenyltransferase, alpha subunit
640349at33208	Complete	JBWBEE010000254.1	136166	138000	+	76.6	74	https://v10-1.orthodb.org/?query=640349at33208	Ribosomal protein S27/S33, mitochondrial
641073at33208	Complete	JBWBEE010000661.1	40808	33824	-	61.1	124	https://v10-1.orthodb.org/?query=641073at33208	nuclear fragile X mental retardation-interacting protein 1
641257at33208	Fragmented	JBWBEE010001941.1	3317	4159	+	40.7	81	https://v10-1.orthodb.org/?query=641257at33208	DoxX family
642323at33208	Complete	JBWBEE010000201.1	159778	159153	-	64.7	66	https://v10-1.orthodb.org/?query=642323at33208	Ribosomal protein L37, mitochondrial
642552at33208	Fragmented	JBWBEE010000011.1	116469	117761	+	90.5	74	https://v10-1.orthodb.org/?query=642552at33208	Ribosomal protein S18
642773at33208	Complete	JBWBEE010000283.1	38552	37414	-	75.4	58	https://v10-1.orthodb.org/?query=642773at33208	DAP1/DAPL1
643380at33208	Complete	JBWBEE010000660.1	8790	9535	+	99.1	84	https://v10-1.orthodb.org/?query=643380at33208	kxDL motif-containing protein 1
643883at33208	Complete	JBWBEE010000015.1	408857	409489	+	96.9	64	https://v10-1.orthodb.org/?query=643883at33208	Protein FAM32A
643954at33208	Complete	JBWBEE010001150.1	45214	48002	+	46.5	106	https://v10-1.orthodb.org/?query=643954at33208	28S ribosomal protein S26
644034at33208	Complete	JBWBEE010000292.1	79239	79837	+	87.3	51	https://v10-1.orthodb.org/?query=644034at33208	U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein
648300at33208	Complete	JBWBEE010000368.1	11696	16338	+	98.1	151	https://v10-1.orthodb.org/?query=648300at33208	coiled-coil domain-containing protein 43
649979at33208	Complete	JBWBEE010000098.1	85965	87009	+	107.6	99	https://v10-1.orthodb.org/?query=649979at33208	Prefoldin subunit 4
